vehiculo_marca,vehiculo_modelo,vehiculo_tipo,vehiculo_traccion,vehiculo_id_motor,vehiculo_cilindrada,vehiculo_potencia,vehiculo_tipo_transmision,vehiculo_tipo_combustible,vehiculo_standard_emision,lca_numero,fecha_firma,ensayo_gei_numero,ensayo_gei_laboratorio,emision_CO2,consumo_urbano,consumo_extraurbano,consumo_mixto,id_etiqueta
CHEVROLET,ONIX 1.4 - ONIX JOY 1.4,SEDAN 4 PUERTAS CON PORTÓN TRASERO HB,4x2,CHEVROLET A14XE / LKK Fam I  (1.4 SOHC),1389,72.1,MANUAL,NAFTA,EURO V,,17/05/2019,CPLE-098/2019 Rev.1,GENERAL MOTORS DO BRASIL LTDA.,16612,970,565,714,714
JEEP,COMMANDER LIM TD380. COMMANDER OVR TD380,SUV,4x4,FCA 46349508,1956,125,AUTOMATICA,GAS OIL,EURO V,868,20/05/2021,6210620,FCA CHRYSLER AUTOMOVEIS BRASIL,1965,972,614,747,747
CHEVROLET,ONIX 1.4 - ONIX JOY 1.4 / PRISMA 1.4 - ONIX PLUS JOY 1.4,SEDAN 4 PUERTAS CON PORTÓN TRASERO HB / SEDAN 4 PUERTSA CON BAÚL TRASERO NB,4x2,CHEVROLET A14XE / LKK Fam I  (1.4 SOHC),1389,72.1,MANUAL,NAFTA,EURO V,,14/05/2019,CPLE0078/16 Rev2,GENERAL MOTORS DO BRASIL LTDA.,16656,978,564,715,715
ISUZU,D-MAX,PICK UP,4x4,ISUZU 4JJ3E5S-LA o 4JJ3,2999,140,MANUAL,GAS OIL,EURO V,845,23/03/2021,82-R101-17437CM/19,TÜV Rheinland,20598,98,666,783,783
GREAT WALL,WINGLE 7 o STEED 7,PICK UP,4x2, 4x4,5000,1996,MANUAL,GAS OIL,EURO V,,377,23/05/2019,CSU446678,214,98,72,82,
CHERY,TIGOO 8,SUV,4x2,CHERY SQRE4T15B,1498,108,AUTOMATICA,NAFTA,EURO V,873,4/6/2021,87-R101-1298/19-00,TÜV Rheinland,181,98,64,76,76
AUDI,A6 -A6 ALLROAD,STATION WAGON,4x4,AUDI DLZA / CONTINENTAL BSG-HP1-65,2995,250,AUTOMATICA,ELECTRICIDAD,EURO V,623,3/3/2020,AUA5969A,ATE - EL,176,98,65,77,77
MERCEDES-BENZ,GLB 250 4MATIC,FAMILIAR,4x4,MERCEDES-BENZ 260.920,1991,165,AUTOMATICA,NAFTA,EURO VI,530,20/11/2019,42.04.1458.01,TÜV NORD,175,98,66,78,78
VOLKSWAGEN,T-CROSS,SUV 4 PUERTAS CON PORTÓN TRASERO,4x2,VOLKSWAGEN DHS,999,85,AUTOMATICA,NAFTA,EURO VI,806,25/01/2021,BR20090009,IDIADA,169,98,59,73,73
VOLKSWAGEN,VIRTUS,SEDAN 4 PUERTAS,4x2,VOLKSWAGEN CWS,1598,81,AUTOMATICA,NAFTA,EURO V,836,24/02/2021,BR19100034,IDIADA,167,98,56,72,72
MERCEDES-BENZ,C 200,SEDAN 4 PUERTAS,4x2,MERCEDES-BENZ 264.920,1991,,MANUAL,NAFTA,EURO VI b,,17/04/2019,42.04.1442.00,TÜV NORD Mobil,163,98,56,72,72
MERCEDES-BENZ,C 300,SEDAN 4 PUERTAS,4x2,MERCEDES-BENZ 264.920,1991,,MANUAL,NAFTA,EURO VI b,,23/04/2019,42.04.1442.00,TÜV NORD Mobil,163,98,56,72,72
CHEVROLET,EQUINOX,SUV 5 PUERTAS,4x2,CHEVROLET LYX (1.5L),1490,,MANUAL,NAFTA,EURO V,,4/5/2018,LCA 53 0012 079 17,LUXCONTROL S.A.,1773,987,639,767,767
HONDA,CIVIC,SEDAN 4 PUERTAS,4x2,HONDA R20Z5,1997,,MANUAL,NAFTA,EURO V,,18/08/2016,T02 BSR345745 02 01,VCA,120,99,55,70,70
BAIC,D20,SEDAN 4/5 PUERTAS,4x2,BAIC A131,1322,,MANUAL,NAFTA,EURO V,,8/10/2018,CSQ315897,VCA,23748,99,606,75,75
LAND ROVER,DEFENDER,STATION WAGON 3 y 5 PUERTAS,4x4,LAND ROVER DT306,2997,183 / 221,AUTOMATICA,GAS OIL,EURO V,880,4/6/2021,GB20030072,IDIADA,209,99,68,8,8
ZOTYE,T600C,SEDAN 4 PUERTAS Y PORTÓN TRASERO,4x2,RUIZHAN TNN4G15TA,1502,105,MANUAL,NAFTA,EURO V,,8/5/2019,CN17100422,IDIADA,186,99,66,78,78
CHERY,TIGGO 5 1.5 MT,HATCHBACK,4x2,CHERY SQRE4T15,1498,,MANUAL,NAFTA,EURO V,,19/10/2016,CSS364588,VCA,186,99,67,79,79
CITROEN,C4 CACTUS,SEDAN 5 PUERTAS (FAMILIAR),4x2,CITROEN EP6FDTM (5GY),1598,,MANUAL,NAFTA,EURO V,,5/7/2018,BR17110001,IDIADA,177,99,63,76,76
VOLKSWAGEN,POLO,HATCHBACK 4 PUERTAS CON PORTÓN TRASERO,4x2,VOLKSWAGEN CWS,1598,81,AUTOMATICA,NAFTA,EURO V,835,24/02/2021,BR19100032,IDIADA,175,99,62,75,75
HAVAL,H2,RURAL,4x2,GREAT WALL GW4G15K,1497,105,MANUAL,NAFTA,EURO V,819,10/2/2021,88-R101-498/20-00,TÜV Rheinland ,172,99,61,75,75
DS,DS 7 CROSSBACK,RURAL 5 PUERTAS,4x2,PSA EP6FDTM (5GY),1598,,MANUAL,NAFTA,EURO V,,6/7/2018,17/09279,UTAC,169,99,6,74,74
VOLKSWAGEN,TAOS,SUV 4 PUERTAS CON PORTÓN TRASERO,4x2,VOLKSWAGEN DSJ,1395,110,AUTOMATICA,NAFTA,EURO VI,804,25/01/2021,BR20110016,IDIADA,169,99,6,75,75
NISSAN,SENTRA,SEDAN 4 PUERTAS,4x2,NISSAN MRA8,1798,,MANUAL,NAFTA,307,,25/04/2019,LC 0061 B35 18,LUXCONTROL S.A.,168,99,56,72,72
FIAT,TORO VOLCANO. TORO RANCH,CAMIONETA,4x4,FIAT 55261674,1956,,MANUAL,GAS OIL,EURO V,,4/9/2018,5180821,FCA FIAT CHRYSLER AUTOMOVEIS BRASIL,21539,990,719,819,819
FIAT,TORO FREEDOM,CAMIONETA,4x4,FIAT 55261674,1956,,MANUAL,GAS OIL,EURO V,,4/9/2018,5180821,FCA FIAT CHRYSLER AUTOMOVEIS BRASIL,21539,990,719,819,819
PEUGEOT,2008,BERLINA 5 PUERTAS,4x2,PEUGEOT EC5 (NFP),1587,83,MANUAL,NAFTA,EURO V,,28/05/2018,1-0161/17,DELPHI,17654,996,618,757,757
JEEP,RENEGADE: TRAILHAWK 2.0 JTD. LONGITUDE 2.0 JTD. NIGHT EAGLE 2.0 JTD,BERLINA,4x4,FIAT 55261674,1956,125,MANUAL,GAS OIL,EURO V,,17/05/2019,6190223,FA Powertrain Ltda,20661,999,662,786,786
