vehiculo_marca,vehiculo_modelo,vehiculo_tipo,vehiculo_traccion,vehiculo_id_motor,vehiculo_cilindrada,vehiculo_potencia,vehiculo_tipo_transmision,vehiculo_tipo_combustible,vehiculo_standard_emision,lca_numero,fecha_firma,ensayo_gei_numero,ensayo_gei_laboratorio,emision_CO2,consumo_urbano,consumo_extraurbano,consumo_mixto,id_etiqueta
FORD,ECOSPORT,SUV,4x2,FORD 1.5L DRAGON PFI TiVCT (XZJD),1496,90.5,MANUAL,NAFTA,EURO V,816,10/2/2021,TR02 USP297051 ,INTA,1523,874,534,659,
FORD,ECOSPORT,SUV,4x2,FORD 1.5L DRAGON PFI TiVCT (XZJD),1496,90.5,MANUAL,NAFTA,EURO V,816,,17-101000000-0523 Ext.8,INTA,1523,874,534,660,
RENAULT,SANDERO Ph2 1.6 CVT. SANDERO Ph2 GT LINE 1.6 CVT,SEDAN 5 PUERTAS,4x2,RENAULT H4M J 759,1598,82,MANUAL,NAFTA,437,,6/8/2019,1-0152/19,DELPHI Technologies,15835,875,563,678,
FIAT,PULSE AUDACE T200 / PULSE IMPETUS T200,SUV,4x2,FIAT 46347978,999,84.3,MANUAL,NAFTA,EURO V,897,26/07/2021,5210734,FCA CHRYSLER AUTOMOVEIS BRASIL,160,878,559,676,
FORD,TRANSIT,FURGON,4x2,FORD 2.2L PUMA (CYR5),2198,,MANUAL,GAS OIL,EURO VI,,28/03/2019,ESN263871-3.15,VCA,20836,88,70,77,77
RENAULT,SANDERO Ph2 STEPWAY 1.6 CVT,SEDAN 5 PUERTAS,4x2,RENAULT H4M J 759,1598,82,MANUAL,NAFTA,438,,6/8/2019,2-0151/19,DELPHI Technologies,1617,88,583,693,
PEUGEOT,308,BERLINA 5 PUERTAS,4x2,PEUGEOT EP6FDTM (5GY),1598,,MANUAL,NAFTA,EURO V,,12/4/2018,16/07298,UTAC,1530,88,52,65,
PEUGEOT / CITROEN,301 / C-ELYSÉE ,BERLINA 4 PUERTAS,4x2,PEUGEOT / CITROEN EC5 (NFP),1587,,MANUAL,NAFTA,EURO V,,7/10/2013,12/03150,UTAC,330,88,53,65,
CHANGAN,M201,FURGON,4x2,CHANGAN JL473Q,1243,68,MANUAL,NAFTA,EURO V,,6/5/2019,CN18120785,IDIADA,172,88,62,72,
BMW,X3 sDrive 20i,RURAL,4x2,BMW B48B20A,1998,,MANUAL,NAFTA,EURO VI d,,16/05/2018,201742827,DEKRA,169,88,66,74,
CHERY,TIGGO 4,HATCHBACK,4x2,CHERY SQRE4G15B,1499,83,AUTOMATICA,NAFTA,EURO V,829,25/02/2021,CN20070700,IDIADA,164,88,58,69,
VOLKSWAGEN,POLO,HATCHBACK 4 PUERTAS CON PORTÓN TRASERO,4x2,VOLKSWAGEN CWS,1598,81,MANUAL,NAFTA,EURO V,833,24/02/2021,BR19100033,IDIADA,161,88,58,69,
HYUNDAI,VELOSTER 1.6T,COUPE4 PUERTAS,4x2,HYUNDAI G4FJ,1591,,MANUAL,NAFTA,EURO V,,5/4/2018,83-V039-52789-60,TÜV Rheinland,157,88,55,67,
RENAULT,LOGAN Ph2 1.6,SEDAN 4 PUERTAS,4x2,RENAULT H4M J 759,1598,82,MANUAL,NAFTA,441,,9/8/2019,2-0151/19,DELPHI Technologies,16171,880,584,693,
CITROEN,C4 SPACETOURER,MONOVOLUMEN 7 PLAZAS,4x2,CITROEN 5GY (EP6FDTM),1598,121.4,MANUAL,NAFTA,432,,2/8/2019,14/00859,UTAC,1533,89,5,64,
TOYOTA,HILUX,PICK UP CABINA SIMPLE,4x4,4x2 - 4x4,3000,2393,MANUAL,GAS OIL,EURO V,,,3/8/2017,JST407442,197,89,66,75,
RAM,RAM 1200 4X4 MT,PICK UP,4x4,MITSUBISHI 4N15,2442,,MANUAL,GAS OIL,EURO V,,31/08/2018,H1760156936/519,VINÇOTTE nv,192,89,63,73,
FAW,R7,RURAL 5 PUERTAS,4x2,FAW CA4GB16,1598,80,MANUAL,NAFTA,EURO V,,6/5/2019,CST393244a,VCA,177,89,66,75,
BMW,X3 xDrive 20i,RURAL,4x4,BMW B48B20A,1998,,MANUAL,NAFTA,EURO VI d,,16/05/2018,201742827,DEKRA,173,89,68,76,
AUDI,A4 – A4 ALLROAD. A5 – A5 CABRIO,RURAL 4 PUERTAS CON PORTÓN TRASERO,4x2,4x4,2000,1984,AUTOMATICA,ELECTRICIDAD,EURO VI,,809,25/01/2021,AUA6020A,163,89,61,71,
AUDI,A4. A5 COUPÉ,SEDAN 4 PUERTAS,4x2,4x4,1200,1984,AUTOMATICA,ELECTRICIDAD,EURO VI,,809,25/01/2021,AUA6020A,162,89,6,71,
KIA,RIO,SEDAN 5 PUERTAS,4x2,HYUNDAI O KIA G4FG-5 o G4FG,1591,90.2,MANUAL,NAFTA,EURO V,,9/10/2017,KR16120017,IDIADA,1574,893,552,677,
KIA,RIO,SEDAN 5 PUERTAS,4x2,HYUNDAI O KIA G4FG-5 o G4FG,1591,90.2,MANUAL,NAFTA,EURO V,,9/10/2017,KR16120018,IDIADA,1560,893,54,67,
FORD,RANGER,PICK UP,4x4,4x4,5000,,MANUAL,GAS OIL,EURO V,,,303,23/04/2019,205,90,71,8,
FORD,RANGER,PICK UP,4x4,4x4,2000,,MANUAL,GAS OIL,EURO V,,,303,7/9/2021,205,90,71,8,
AUDI,Q5,STATION WAGON - SUV - CROSSOVER 4 PUERTAS CON PORTÓN TRASERO,4x4,AUDI CVMD,2967,,AUTOMATICA,GAS OIL,EURO V,,21/09/2018,AUA5440A,ATE-EL LUXEMBOURG,201,90,69,77,
BMW,X4 xDrive 20i,SEDAN 5 PUERTAS,4x4,BMW B48B20A,1998,,MANUAL,NAFTA,EURO VI c,,13/08/2018,201843871,DEKRA,178,90,71,78,
HONDA,ACCORD,SEDAN 4 PUERTAS,4x2,HONDA L15BE,1498,,MANUAL,NAFTA,EURO V,,13/04/2018,H1760552835/097,VINÇOTTE nv,156,90,53,67,
FORD,ECOSPORT,SUV 5 PUERTAS,4x2,FORD 1.5 L DRAGON PFI TiVCT o  1.5 L DRAGON PFI TiCT,1497,,AUTOMATICA,NAFTA,EURO V,,29/01/2019,SESE 1932/2018,FORD MOTOR COMPANY BRASIL,16011,901,567,690,
ALFA ROMEO,GIULIA 2.0 VELOCE,BERLINA,4x4,ALFA ROMEO 55273835,1995,,MANUAL,NAFTA,EURO VI b,,9/10/2017,G0680/2/BO,CENTRO PROVA AUTOVEICOLI BOLOGNA,14914,904,500,647,
HONDA,CIVIC,SEDAN 4 PUERTAS,4x2,HONDA R20Z5,1997,,MANUAL,NAFTA,EURO V,,18/08/2016,T02 BSR345745 01,VCA,200,909,546,680,
HYUNDAI,CRETA (ix25),SUV,4x2,HYUNDAI G4FG,1591,,MANUAL,NAFTA,EURO V,,1/4/2016,KR15060114,IDIADA,300,91,58,70,
JAC,T6,PICK UP,4x2, 4x4,4000,1998,MANUAL,GAS OIL,EURO V,,56,20/04/2018,17/07916,222,91,800,84,
JAC,T8,PICK UP,4x2, 4x4,5000,1998,MANUAL,GAS OIL,EURO V,,56,28/02/2020,17/07916,222,91,800,84,
KIA,SPORTAGE,RURAL,4x2, 4x4,2000,1995,AUTOMATICA,GAS OIL,EURO V,,,20/04/2016,83-V039-133042998-108,220,91,56,69,
TOYOTA,HILUX,PICK UP CABINA DOBLE,4x4,TOYOTA 1GD-FTV,2755,,MANUAL,GAS OIL,EURO  V,,22/06/2018,JST407441,VCA,208,91,72,79,
KYC,MAMUT,COMERCIAL LIVIANO,4x2,DFSK DK15-10,997,72,MANUAL,NAFTA,397,,19/06/2019,CS101-A0-2018-01065,TÜV NORD,185,91,68,77,
CHANGAN,MD201 o MD201-D,PICK UP,4x2,CHANGAN JL473Q,1243,68,MANUAL,NAFTA,EURO V,,6/5/2019,CN18120787,IDIADA,173,91,61,72,
BAIC,BJ20,RURAL,4x2,BAIC 4A91T,1499,100,MANUAL,NAFTA,311,,25/04/2019,LCA 51 1236 047 17,LUXCONTROL S.A.,170,91,62,73,
AUDI,A4 – A4 AVANT,RURAL 4 PUERTAS CON PORTÓN TRASERO,4x4,AUDI DDWB / VALEO IST60S,1984,183,AUTOMATICA,ELECTRICIDAD,EURO VI,809,25/01/2021,AUA6020A,ATE-EL LUXEMBOURG,169,91,64,74,
AUDI,A5 – A5 SPORTBACK,HATCHBACK 4 PUERTAS CON PORTÓN TRASERO,4x4,AUDI DDWB / VALEO IST60S,1984,183,AUTOMATICA,ELECTRICIDAD,EURO VI,809,25/01/2021,AUA6020A,ATE-EL LUXEMBOURG,169,91,61,74,
VOLKSWAGEN,T-CROSS,SUV 4 PUERTAS Y PORTÓN TRASERO,4x2,VOLKSWAGEN CWSA,1598,81,MANUAL,NAFTA,306,,24/04/2019,BR19020008,IDIADA,163,91,58,7,
NISSAN,MARCH,SEDAN 5 PUERTAS,4x2,NISSAN HR16,1598,79,MANUAL,NAFTA,EURO V,,,LC 0061 B32 18,LUXCONTROL S.A.,160,91,56,69,
MERCEDES-BENZ,B 250 AUTOMATICA,FAMILIAR,4x2,MERCEDES-BENZ 260.920,1991,165,MANUAL,NAFTA,EURO VI,,23/04/2019,42.04.1444.00,TÜV NORD Mobil,155,91,55,68,
MERCEDES-BENZ,A 250 AUTOMATICA,SEDAN 4 PUERTAS,4x2,MERCEDES-BENZ 260.920,1991,165,MANUAL,NAFTA,EURO VI,,23/04/2019,42.04.1444.00,TÜV NORD Mobil,151,91,52,66,
MERCEDES-BENZ,CLA 250,SEDAN 4 PUERTAS,4x2,MERCEDES-BENZ 260.920,1991,165,AUTOMATICA,NAFTA,EURO VI,640,19/03/2020,42.04.1444.00,TÜV NORD,151,91,53,67,
VOLKSWAGEN,GOLF o GOLF GTI,SEDAN 2 o 4 PUERTAS CON PORTÓN TRASERO,4x2,VOLKSWAGEN CXDB,1984,,MANUAL,NAFTA,EURO V,,22/01/2018,CAE-16-3149,CENTRO DE ANÁLISIS DE EMISIONES DE VW DE MÉXICO,16821,917,616,725,
JEEP,COMPASS TRAILHAWK 2.0 AT9 4WD,BERLINA,4x4,FIAT 55261674,1956,,MANUAL,GAS OIL,EURO V,,2/3/2018,16982,FCA FIAT CHRYSLER AUTOMOVEIS BRASIL,18755,919,595,713,713
LEXUS,NX250,SUV,4x4,TOYOTA A25A-FKS,2487,152,AUTOMATICA,NAFTA,EURO VI,912,,H2160161643/1672,VINÇOTTE nv,1627,919,595,714,
RENAULT,MASTER dCi,FURGON / CHASIS CON CABINA,4x2,RENAULT M9T B8,2299,92,MANUAL,GAS OIL,EURO V,,12/7/2017,PV 13/06222,UTAC,2148,92,74,8,8
MITSUBISHI,OUTLANDER,RURAL,4x2, 4x4,2000,2360,AUTOMATICA,NAFTA,EURO  V,,425,31/07/2019,42.09.145.00,1761,92,6,72,
RENAULT,NUEVO DUSTER 1.3 CVT,SEDAN 5 PUERTAS,4x2,RENAULT H5H A 452,1333,115,MANUAL,NAFTA,EURO V,660,17/04/2020,B1_191210_003,VISTECO TECHNOLOGIES,1677,92,6,72,
PEUGEOT / CITROEN,301 / C-ELYSÉE ,BERLINA 4 PUERTAS,4x2,PEUGEOT / CITROEN EC5 (NFP) ,1587,,MANUAL,NAFTA,EURO VI b,,,15/07251,UTAC,1578,92,53,68,
RAM,RAM 1200 4X4 AT,PICK UP,4x4,MITSUBISHI 4N15,2442,,MANUAL,GAS OIL,EURO V,,17/08/2018,H1660156936/709,VINÇOTTE nv,207,92,68,77,
CHANGAN,MD201 o MD201-X,PICK UP,4x2,CHANGAN JL473Q,1243,68,MANUAL,NAFTA,EURO V,,6/5/2019,CN18120786,IDIADA,190,92,65,75,
CHANGAN,CS35 PLUS,SEDAN 5 PUERTAS,4x2,CHANGAN JL478QEP,1598,86,MANUAL,NAFTA,427,,20/08/2019,CN19010035,IDIADA,172,92,6,72,
ZOTYE,Z360,SEDAN 4 PUERTAS Y PORTÓN TRASERO,4x2,RUIZHAN TNN4G15A,1499,77,MANUAL,NAFTA,EURO V,,9/5/2019,88-R101-240/13,TÜV Rheinland,172,92,6,72,
LIFAN,FOISON: TRUCK-STAKE TRUK-BOX-CARGO FURGON,PICK UP: CAJA BAJA,4x2, CAJA PAQUETERA,3000,4x2,MANUAL,NAFTA,EURO V,,,,,168,92,8,7,
BMW,X2 M35i,RURAL,4x4,BMW B48A20E,1998,225,MANUAL,NAFTA,EURO VI c,,5/6/2019,18-00075-CZ-GBM-00,TÜV SÜD Czech s.r.o.,168,92,63,74,
VOLVO,XC40 B5,SUV 4/5 PUERTAS,4x4,VOLVO B420T10 / SEG ISGM,1969,184,AUTOMATICA,ELECTRICIDAD,EURO VI,910,31/08/2021,E9*101R01/09*6936*00,IDIADA,165,92,61,72,
DONGFENG,AX4,SEDAN 5 PUERTAS,4x2,DONGFENG DFM A16,1556,,AUTOMATICA,NAFTA,EURO V,,27/02/2019,65DMA0196A,ATE-EL LUXEMBOURG,165,92,58,70,
DS,DS 4,RURAL 5 PUERTAS,4x2,PSA EP6FADTXM (EGP),1598,158,AUTOMATICA,NAFTA,EURO VI,885,5/7/2021,21/01295,UTAC,159,92,57,7,
FORD,FOCUS,HATCH 5 PUERTAS,4x2,FORD 1.6L Sigma I-4,1596,,MANUAL,NAFTA,,,,31/01/2017,ESR340701,15255,924,498,655,
RENAULT,SANDERO Ph2 STEPWAY 1.6,SEDAN 5 PUERTAS,4x2,RENAULT H4M J 759,1598,82,AUTOMATICA,NAFTA,421,,26/07/2019,1-0061/19,DELPHI Technologies,16846,925,6,72,72
ISUZU,D-MAX,PICK UP,4x4,ISUZU 4JJ1E5S-LA o 4JJ1,2999,,AUTOMATICA,GAS OIL,EURO V,,2/1/2019,82-Rep101-99152TFAT/18,TÜV Rheinland,21210,928,737,806,806
VOLVO,XC60,RURAL 4/5 PUERTAS,4x4,VOLVO B420T / SEG EEA-BA,1969,220,AUTOMATICA,ELECTRICIDAD,EURO VI d,864,11/5/2021,TR*715/2007*2018/1832*0231*02,AVL MTC AB,2132,93,62,732,732
AUDI,Q8,STATION WAGON - SUV - CROSSOVER - 4 PUERTAS CON PORTÓN TRASERO,4x4,AUDI CVMD,2967,183,MANUAL,GAS OIL,EURO V,,30/04/2019,AUA5589A,ATE-EL LUXEMBOURG,210,93,71,79,79
AUDI,Q7,SUV – CROSSOVER 4 PUERTAS CON PORTÓN TRASERO,4x4,AUDI CYRB,1984,185,MANUAL,NAFTA,308,,29/04/2019,AUA5140C,ATE-EL LUXEMBOURG,188,93,72,8,8
BMW,X4 xDrive 30i,SEDAN 5 PUERTAS,4x4,BMW B48B20B,1998,,MANUAL,NAFTA,EURO VI c,,15/08/2018,201743689,DEKRA,177,93,69,78,78
SUBARU,OUTBACK,RURAL,4x4,SUBARU FB25,2498,138,MANUAL,NAFTA,EURO VI,881,4/6/2021,LC 0050 473 20,LUXCONTROL S.A,168,93,62,73,73
KIA,CERATO. CERATO FORTE,SEDAN 4 PUERTAS,4x2,HYUNDAI o KIA G4FHG-5 o G4FG,1591,93.8,MANUAL,NAFTA,EURO V,,21/05/2019,KR18060095,IDIADA,163,93,58,71,71
VOLKSWAGEN,NIVUS,HATCHBACK 4 PUERTAS CON PORTÓN TRASERO,4x2,VOLKSWAGEN DHS,999,85,AUTOMATICA,NAFTA,EURO VI,728,21/08/2020,BR20070003,IDIADA,161,93,56,69,69
NISSAN,SENTRA,SEDAN 4 PUERTAS,4x2,NISSAN MRA8,1798,,MANUAL,NAFTA,EURO V,,27/03/2019,LC 0061 B36 18,LUXCONTROL S.A.,159,93,54,69,69
ISUZU,D-MAX,PICK UP,4x2,ISUZU 4JJ3E5S-LA o 4JJ3,2999,140,MANUAL,GAS OIL,EURO V,845,23/03/2021,82-R101-17437CM/19,TÜV Rheinland,19426,932,625,737,737
FIAT,FIORINO ENDURANCE 1.4L,PICK UP,4x2,FIAT 327A0055,1368,72.8,MANUAL,NAFTA,EURO V,892,21/07/2021,6210805,FCA CHRYSLER AUTOMOVEIS BRASIL,16633,939,58,712,712
FORD,RANGER RAPTOR,PICK UP CABINA DOBLE,4x4,FORD 2.0L GAS OIL BI-TURBO,1996,,AUTOMATICA,GAS OIL,EURO V,,1/3/2017,OST407829 (P-5-57),VCA,217,94,76,83,83
AUDI,Q7,STATION  WAGON,4x2, SUV,1200,4x4,AUTOMATICA,GAS OIL,EURO V,,,,684,211,94,7,8,
BAIC,BJ20,RURAL,4x2,BAIC 4A91T,1499,100,MANUAL,NAFTA,309,,25/04/2019,LCA 51 1236 047 17,LUXCONTROL S.A.,179,94,67,77,77
SUBARU,FORESTER,RURAL,4x4,SUBARU FB25,2498,,AUTOMATICA,NAFTA,EURO VI,,7/12/2018,LC 0050 077 18,LUXCONTROL S.A.,170,94,64,75,75
VOLKSWAGEN,T-CROSS,SUV 4 PUERTAS Y PORTÓN TRASERO,4x2,VOLKSWAGEN CWSA,1598,81,MANUAL,NAFTA,305,,24/04/2019,BR19020006,IDIADA,167,94,58,72,72
AUDI,Q3 SPORTBACK,HATCHBACK,4x2,AUDI CZDA,1395,110,AUTOMATICA,NAFTA,EURO VI,599,10/2/2020,AUA5819B,ATE - EL,167,94,61,73,73
AUDI,Q3,SUV 4 PUERTAS CON PORTÓN TRASERO,4x2,AUDI CZDA,1395,110,AUTOMATICA,NAFTA,EURO VI,527,12/11/2019,AUA5790A,ATE - EL,166,94,61,73,73
BMW,M140i,SEDAN 3 PUERTAS / 5 PUERTAS / COUPÉ,4x2,BMW B58B30A,2998,,MANUAL,NAFTA,EURO VI b,,24/10/2016,201638657,DEKRA,163,94,58,71,71
BMW,M240i,CONVERTIBLE,4x2,BMW B58B30A,2998,,MANUAL,NAFTA,EURO VI b,,24/10/2016,201638657,DEKRA,163,94,58,71,71
RENAULT,CAPTUR 1.6 16v CVT,SEDAN 5 PUERTAS,4x2,RENAULT H4M D4 - D7,1598,84,MANUAL,NAFTA,EURO V,,28/08/2017,R2-0254/17,DELPHI,17011,943,604,729,729
TOYOTA,RAV4,SUV,4x4,TOYOTA A25A-FKS,2487,,MANUAL,NAFTA,EURO V,,20/03/2019,H1860672452/026,VINÇOTTE nv,1682,945,620,740,740
FORD,ECOSPORT,SUV,4x2,FORD 1.5L DRAGON PFI TiVCT (XZJD),1496,90.5,AUTOMATICA,NAFTA,EURO V,817,10/2/2021,TR02 USP297051 ,INTA,1642,947,573,71,71
FORD,ECOSPORT,SUV,4x2,FORD 1.5L DRAGON PFI TiVCT (XZJD),1496,90.5,AUTOMATICA,NAFTA,EURO V,817,19/07/2021,17-101000000-0523 Ext.8,INTA,1642,947,573,71,71
CITROEN,C4 CACTUS,FAMILIAR 5 PUERTAS,4x2,CITROEN EC5 (NFP),1587,,MANUAL,NAFTA,EURO V,,6/7/2018,3-0241/17,DELPHI,18249,948,683,781,781
HYUNDAI,CRETA 1.6,RURAL 5 PUERTAS,4x2,HYUNDAI G4FG,1591,90.2,MANUAL,NAFTA,444,,15/08/2019,KR19060218,IDIADA,175,949,631,749,749
CHERY,TIGOO 8,SUV,4x2,CHERY SQRE4T15B,1498,108,MANUAL,NAFTA,EURO V,874,4/6/2021,87-R101-1299/19-00,TÜV Rheinland,177,95,63,75,75
CHEVROLET,PRISMA 1.4 - ONIX PLUS JOY 1.4,SEDAN 4 PUERTSA CON BAÚL TRASERO NB,4x2,CHEVROLET A14XE / LKK Fam I  (1.4 SOHC),1389,72.1,MANUAL,NAFTA,EURO V,,17/05/2019,CPLE-079/2016 Rev.2,GENERAL MOTORS DO BRASIL LTDA.,16432,953,548,699,699
RENAULT,CAPTUR 1.6 16v,SEDAN 5 PUERTAS,4x2,RENAULT H4M D4,1598,84,MANUAL,NAFTA,EURO V,,,R2-0229/17,DELPHI,17319,955,618,743,743
KIA,SORENTO,RURAL,4x2, 4x4,1200,2199,AUTOMATICA,GAS OIL,EURO V,,,5/5/2015,KR17050194,200,956,622,745,
KIA,SOUL,SEDAN 5 PUERTAS,4x2,HYUNDAI O KIA G4FG-5 o G4FG,1591,90.2,MANUAL,NAFTA,EURO V,,16/05/2019,83-V039-58495-45,TÜV Rheinland,17217,96,69,752,752
FORD,RANGER,PICK UP,4x4,FORD 2.2L GAS OIL (QJ2S),2198,118,AUTOMATICA,GAS OIL,EURO V,554,23/05/2021,101R-013376,VCA,209,96,7,8,8
LAND ROVER,DISCOVERY SPORT,RURAL 4/5 PUERTAS,4x4,JAGUAR PT204,1997,177,MANUAL,NAFTA,EURO VI,,28/03/2018,E5S377071,VCA,182,96,71,80,80
HAVAL,H6,RURAL,4x2,HAVAL GW4B15,1499,,MANUAL,NAFTA,EURO V,,15/04/2019,LC 1157 044 17,LUXCONTROL S.A.,178,96,67,77,77
CHERY,TIGGO 2,HATCHBACK,4x2,CHERY SQRD4G15,1497,80,MANUAL,NAFTA,EURO V,838,1/3/2021,CN20070709,IDIADA,177,96,61,74,74
HAVAL,H6,RURAL,4x2,GREAT WALL GW4N20,1998,150,AUTOMATICA,NAFTA,EURO V,848,29/03/2021,CN20100352,IDIADA,176,96,65,76,76
ZANELLA,Z TRUCK,CAMIONETA DE CARGA,4x2,FOTON 4W12M1,1206,,MANUAL,NAFTA,EURO V,,31/08/2018,LC 1139 002 18,LUXCONTROL S.A.,176,96,65,76,76
ZANELLA,ZTRUCK DUO,CAMIONETA DE CARGA,4x2,FOTON 4W12M1,1206,,MANUAL,NAFTA,EURO V,,31/08/2018,LC 1139 002 18,LUXCONTROL S.A.,176,96,65,76,76
FOTON,GRATOUR T3,DE CARGA CABINA SIMPLE,4x2,FOTON 4W12M1,1206,,AUTOMATICA,NAFTA,EURO V,,22/10/2018,LC 1139 002 18,LUXCONTROL S.A.,176,96,65,76,76
FOTON,GRATOUR T3,DE CARGA CABINA DOBLE,4x2,FOTON 4W12M1,1206,,AUTOMATICA,NAFTA,EURO V,,22/10/2018,LC 1139 002 18,LUXCONTROL S.A.,176,96,65,76,76
AUDI,A7 - A7 SPORTBACK,SEDAN 4 PUERTAS CON PORTÓN TRASERO,4X4,AUDI DLZA,2995,,MANUAL,NAFTA,EURO VI b,,15/08/2018,AUA5475B,ATE-EL LUXEMBOURG,168,96,61,74,74
AUDI,A6,SEDAN 4 PUERTAS,4X4,AUDI DLZA,2995,,MANUAL,NAFTA,EURO VI b,,15/08/2018,AUA5475B,ATE-EL LUXEMBOURG,167,96,60,74,74
HYUNDAI,VELOSTER,COUPE4 PUERTAS,4x2,HYUNDAI G4NH,1999,,MANUAL,NAFTA,EURO V,,12/4/2018,83-V039-52789-61,TÜV Rheinland,166,96,56,71,71
CHEVROLET,TRACKER 1.2T TRANSMISIÓN AUTOMATICA,SUV 4 PUERTAS CON PORTÓN TRASERO,4x2,CHEVROLET 1.2L T PFI (L4H),1199,97,AUTOMATICA,NAFTA,EURO V,574,10/1/2020,61GMY0064A,ATE EL,165,96,57,71,71
CHEVROLET,TRACKER 1.2T TRANSMISIÓN AUTOMATICA,SUV 4 PUERTAS CON PORTÓN TRASERO,4x2,CHEVROLET 1.2L T PFI (L4H),1199,97,AUTOMATICA,NAFTA,EURO V,574,20/04/2021,61GMY0064A,ATE EL,165,96,57,71,71
VOLKSWAGEN,VENTO,SEDAN 4 PUERTAS,4x2,VOLKSWAGEN CXDB,1984,,AUTOMATICA,NAFTA,EURO V,,20/02/2019,CAE-18-1278C,CENTRO DE ANÁLISIS DE EMISIONES DE VW DE MÉXICO,16614,960,578,716,716
VOLVO,XC90,RURAL 4/5 PUERTAS,4x4,VOLVO B420T / SEG EEA-BA,1969,220,AUTOMATICA,ELECTRICIDAD,EURO VI d,863,11/5/2021,TR*715/2007*2018/1832*0232*02,AVL MTC AB,2181,961,655,766,766
FIAT,CRONOS PRESICION 1.8 MT,BERLINA,4x2,FIAT 55273256,1747,,MANUAL,NAFTA,EURO V,,10/10/2017,10461,FIAT AUTOMOVEIS S.A.,16626,963,565,713,713
FIAT,TORO VOLCANO 1.3 AT6,PICK UP,4x2,FIAT 46348733,1332,129,AUTOMATICA,NAFTA,EURO V,856,6/4/2021,6210361,FCA FIAT CHRYSLER AUTOMOVEIS BRASIL,18415,964,659,772,772
ISUZU,D-MAX,PICK UP,4x4,ISUZU 4JJ1E5S-LA o 4JJ1,2999,,AUTOMATICA,GAS OIL,EURO V,,2/1/2019,82-Rep101-99152TFMT/18,TÜV Rheinland,21701,967,743,825,825
FIAT,TORO ENDURANCE 2.0 AT9,PICK UP,4x4,FCA 55261674,1956,125,AUTOMATICA,GAS OIL,EURO V,828,23/02/2021,6201694,FCA FIAT CHRYSLER AUTOMOVEIS BRASIL,20258,968,654,77,77
PEUGEOT,2008,BERLINA 5 PUERTAS,4x2,PEUGEOT EP6FDTM (5GY),1598,120,MANUAL,NAFTA,EURO V,,26/04/2019,B1_190301_000,CONTINENTAL,1791,97,655,77,77
RENAULT,DUSTER OROCH 1.6 16v,CAMIONETA 4 PUERTAS,4x2,RENAULT H4M J 759,1598,84,MANUAL,NAFTA,EURO V,528,19/11/2019,C1_190710_002,LABORATORIO DE EMISIONES VEHICULARES RENAULT DO BRASIL,1781,97,65,77,77
MERCEDES-BENZ,E 300,SEDAN 4 PUERTAS,4x2,MERCEDES-BENZ 264.920,1991,190,MANUAL,NAFTA,EURO VI,,20/05/2019,42.04.1442.00,TÜV NORD Mobil,1526,97,58,73,73
GREAT WALL,POER,PICK UP,4x2, 4x4,4000,1996,AUTOMATICA,GAS OIL,EURO V,,818,10/2/2021,88-R101-239/20-00,227,97,74,86,
FORD,RANGER,PICK UP,4x2,FORD 2.2L GAS OIL (QJ2S),2198,118,AUTOMATICA,GAS OIL,EURO V,554,23/05/2021,101R-013376,VCA,203,97,67,78,78
NISSAN,FRONTIER o NP300 FRONTIER,PICK UP,4x4,RENAULT YS23 260 o YS23,2298,,MANUAL,GAS OIL,EURO V,,31/08/2018,PC18040173,IDIADA,201,97,65,76,76
RENAULT,ALASKAN 2.3 190 HP 4x4 AT,CAMIONETA 4 PUERTAS,4x4,RENAULT YS23 260,2298,,MANUAL,GAS OIL,EURO V,,17/08/2018,PC18040246,IDIADA,201,97,65,76,76
AUDI,Q5,CROSSOVER,4x4,AUDI DGKB / VALEO IST60S,1984,183,AUTOMATICA,ELECTRICIDAD,EURO VI,883,18/06/2021,AUA6194B,ATE-EL LUXEMBOURG,183,97,7,8,8
AUDI,Q5 SPORTBACK,HATCHBACK 4 PUERTAS CON PORTÓN TRASERO,4x4,AUDI DGKB / VALEO IST60S,1984,183,AUTOMATICA,ELECTRICIDAD,EURO VI,883,18/06/2021,AUA6194B,ATE-EL LUXEMBOURG,182,97,7,8,8
MERCEDES-BENZ,GLA 250 4MATIC,FAMILIAR,4x4,MERCEDES-BENZ 260.920,1991,165,AUTOMATICA,NAFTA,EURO VI,649,26/03/2020,42.04.1458.02,TÜV NORD,170,97,63,75,75
HYUNDAI,VELOSTER,COUPE4 PUERTAS,4x2,HYUNDAI G4NH,1999,,MANUAL,NAFTA,EURO V,,12/4/2018,83-V039-52789-62,TÜV Rheinland,168,97,57,72,72
KIA,CERATO. CERATO FORTE,SEDAN 4 PUERTAS,4x2,HYUNDAI o KIA G4FHG-5 o G4FG,1591,93.8,MANUAL,NAFTA,EURO V,,21/05/2019,KR18060092,IDIADA,166,97,58,72,72
VOLKSWAGEN,VOYAGE,SEDAN 4 PUERTAS,4x2,VOLKSWAGEN CWSA,1598,81,MANUAL,NAFTA,EURO V,,9/8/2019,BR19020011,IDIADA,163,97,55,7,7
VOLKSWAGEN,GOL,HATCHBACK 4 PUERTAS CON PORTÓN TRASERO,4x2,VOLKSWAGEN CWSA,1598,81,MANUAL,NAFTA,EURO V,,10/5/2019,BR19020007,IDIADA,163,97,55,7,7
