No.;Ticket ID;Current Status;Title;Open Time @Timezone;Resolved Time @Timezone;Close Time @Timezone;Master/ Child;CI Name;CI ID;CI Type;CI Subtype;CI Location;CI Environment;Layer 1;Layer 2;Layer 3;Ticket Type;Update Time @Timezone;Service Class;Prio;Impact;Urgency;Cause Code;Reference ID;Location;Department;Call Code;Reported Date @Timezone;VW Completion Group;Active Flag;Open Group;Closed Group;Resolved Group;Current Assignment;VW Solution ID;Marked as Knowledge Candidate;VW Outage Time From;VW Outage Time To;External;History Assignment;History Previous Assignment;History Post Assignment;History Status;History Start Time;History End Time;History Transfer ID
1802;IM71600196;Wait on External;Job_Delivery.xlsx;17/09/2019 19:03:41;;;;ET2000 NA ARGENTINA (P-59);CI2385785;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;11/10/2019 19:07:37;2;8;4;2;;;cip;I/O-A;Phone ;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS ET2000 SD Support Argentina;;f;;;;AMS ET2000 SD Support Argentina;AMS ET2000 SD Support Argentina;AMS ET2000 SD Support Argentina;Wait on External;17/09/2019 19:28:58;11/10/2019 19:07:18;1
1803;IM71600196;Wait on External;Job_Delivery.xlsx;17/09/2019 19:03:41;;;;ET2000 NA ARGENTINA (P-59);CI2385785;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;11/10/2019 19:07:37;2;8;4;2;;;cip;I/O-A;Phone ;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS ET2000 SD Support Argentina;;f;;;;AMS ET2000 SD Support Argentina;AMS ET2000 SD Support Argentina;AMS ET2000 SD Support Argentina;Working;11/10/2019 19:07:18;11/10/2019 19:07:37;3
1804;IM71600196;Wait on External;Job_Delivery.xlsx;17/09/2019 19:03:41;;;;ET2000 NA ARGENTINA (P-59);CI2385785;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;11/10/2019 19:07:37;2;8;4;2;;;cip;I/O-A;Phone ;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS ET2000 SD Support Argentina;;f;;;;AMS ET2000 SD Support Argentina;AMS ET2000 SD Support Argentina;;Wait on External;11/10/2019 19:07:37;;2
1805;IM71616815;Wait on External;SAP FI (P-59) - PErmisos - VWAR8R2;18/09/2019 09:43:59;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;01/10/2019 03:05:37;2;8;4;2;;;CIP;F/p-c;E-mail;18/09/2019 08:30:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;AMS SAP Basis Support Argentina;OPS SD Service Desk Argentina;AMS SAP Basis Support Argentina;Transferred;18/09/2019 09:49:02;18/09/2019 10:06:56;1
1806;IM71616815;Wait on External;SAP FI (P-59) - PErmisos - VWAR8R2;18/09/2019 09:43:59;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;01/10/2019 03:05:37;2;8;4;2;;;CIP;F/p-c;E-mail;18/09/2019 08:30:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;AMS SAP Basis Support Argentina;AMS SAP Basis Support Argentina;OPS SAP Rights Support Argentina;Working;18/09/2019 10:06:56;19/09/2019 10:49:52;2
1807;IM71616815;Wait on External;SAP FI (P-59) - PErmisos - VWAR8R2;18/09/2019 09:43:59;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;01/10/2019 03:05:37;2;8;4;2;;;CIP;F/p-c;E-mail;18/09/2019 08:30:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;AMS SAP Basis Support Argentina;OPS SAP Rights Support Argentina;Transferred;19/09/2019 10:49:52;19/09/2019 10:56:52;2
1808;IM71616815;Wait on External;SAP FI (P-59) - PErmisos - VWAR8R2;18/09/2019 09:43:59;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;01/10/2019 03:05:37;2;8;4;2;;;CIP;F/p-c;E-mail;18/09/2019 08:30:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;Working;19/09/2019 10:56:52;20/09/2019 11:57:05;3
1809;IM71616815;Wait on External;SAP FI (P-59) - PErmisos - VWAR8R2;18/09/2019 09:43:59;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;01/10/2019 03:05:37;2;8;4;2;;;CIP;F/p-c;E-mail;18/09/2019 08:30:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;;Wait on External;20/09/2019 11:57:05;;1
1810;IM71618290;Wait on External;SAP HR/ Cambios en cuentas simbolicasZQ7;18/09/2019 10:20:53;;;;SAP HR (P-59);CI2385776;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;18/09/2019 10:25:34;2;8;4;2;;;CIP;I/O-A;E-mail;;OPS SD Service Desk Argentina;0;AMS SAP HR Payroll Support Argentina;;;AMS SAP HR Payroll Support Argentina;;f;;;;AMS SAP HR Payroll Support Argentina;;AMS SAP HR Payroll Support Argentina;Working;18/09/2019 10:20:53;18/09/2019 10:25:34;1
1811;IM71618290;Wait on External;SAP HR/ Cambios en cuentas simbolicasZQ7;18/09/2019 10:20:53;;;;SAP HR (P-59);CI2385776;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;18/09/2019 10:25:34;2;8;4;2;;;CIP;I/O-A;E-mail;;OPS SD Service Desk Argentina;0;AMS SAP HR Payroll Support Argentina;;;AMS SAP HR Payroll Support Argentina;;f;;;;AMS SAP HR Payroll Support Argentina;AMS SAP HR Payroll Support Argentina;;Wait on External;18/09/2019 10:25:34;;1
1812;IM71618299;Closed;HR HANNA SAP ERP NA ARGENTINIA (P-66)  - ERROR DE CONECTIVIDAD USUARIO VWAR457;18/09/2019 10:27:22;27/09/2019 14:30:01;12/10/2019 14:30:09;;ET2000 SAP ERP NA ARGENTINIA (P-66);CI1124563;Application;Application Instance;VW de Mexico/66-Puebla;1. Prod;Administration;;;Service Request;12/10/2019 14:31:55;1;8;4;1;Auto Close;;CIP;Pp/p-p-p-qec;E-mail;18/09/2019 08:00:00;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;AMS SAP Basis Support Argentina;OPS SD Service Desk Argentina;AMS SAP Basis Support Argentina;Transferred;18/09/2019 10:30:50;18/09/2019 10:36:55;1
1813;IM71618299;Closed;HR HANNA SAP ERP NA ARGENTINIA (P-66)  - ERROR DE CONECTIVIDAD USUARIO VWAR457;18/09/2019 10:27:22;27/09/2019 14:30:01;12/10/2019 14:30:09;;ET2000 SAP ERP NA ARGENTINIA (P-66);CI1124563;Application;Application Instance;VW de Mexico/66-Puebla;1. Prod;Administration;;;Service Request;12/10/2019 14:31:55;1;8;4;1;Auto Close;;CIP;Pp/p-p-p-qec;E-mail;18/09/2019 08:00:00;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;AMS SAP Basis Support Argentina;AMS SAP Basis Support Argentina;AMS SAP Basis Support Argentina;Working;18/09/2019 10:36:55;18/09/2019 10:38:29;2
1814;IM71618299;Closed;HR HANNA SAP ERP NA ARGENTINIA (P-66)  - ERROR DE CONECTIVIDAD USUARIO VWAR457;18/09/2019 10:27:22;27/09/2019 14:30:01;12/10/2019 14:30:09;;ET2000 SAP ERP NA ARGENTINIA (P-66);CI1124563;Application;Application Instance;VW de Mexico/66-Puebla;1. Prod;Administration;;;Service Request;12/10/2019 14:31:55;1;8;4;1;Auto Close;;CIP;Pp/p-p-p-qec;E-mail;18/09/2019 08:00:00;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;AMS SAP Basis Support Argentina;AMS SAP Basis Support Argentina;AMS SAP Basis Support Argentina;Wait on External;18/09/2019 10:38:29;27/09/2019 10:20:57;1
1815;IM71618299;Closed;HR HANNA SAP ERP NA ARGENTINIA (P-66)  - ERROR DE CONECTIVIDAD USUARIO VWAR457;18/09/2019 10:27:22;27/09/2019 14:30:01;12/10/2019 14:30:09;;ET2000 SAP ERP NA ARGENTINIA (P-66);CI1124563;Application;Application Instance;VW de Mexico/66-Puebla;1. Prod;Administration;;;Service Request;12/10/2019 14:31:55;1;8;4;1;Auto Close;;CIP;Pp/p-p-p-qec;E-mail;18/09/2019 08:00:00;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;AMS SAP Basis Support Argentina;AMS SAP Basis Support Argentina;OPS SAP Rights Support Argentina;Working;27/09/2019 10:20:57;27/09/2019 10:21:46;3
1816;IM71618299;Closed;HR HANNA SAP ERP NA ARGENTINIA (P-66)  - ERROR DE CONECTIVIDAD USUARIO VWAR457;18/09/2019 10:27:22;27/09/2019 14:30:01;12/10/2019 14:30:09;;ET2000 SAP ERP NA ARGENTINIA (P-66);CI1124563;Application;Application Instance;VW de Mexico/66-Puebla;1. Prod;Administration;;;Service Request;12/10/2019 14:31:55;1;8;4;1;Auto Close;;CIP;Pp/p-p-p-qec;E-mail;18/09/2019 08:00:00;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;AMS SAP Basis Support Argentina;OPS SAP Rights Support Argentina;Transferred;27/09/2019 10:21:46;27/09/2019 10:22:14;2
1817;IM71618299;Closed;HR HANNA SAP ERP NA ARGENTINIA (P-66)  - ERROR DE CONECTIVIDAD USUARIO VWAR457;18/09/2019 10:27:22;27/09/2019 14:30:01;12/10/2019 14:30:09;;ET2000 SAP ERP NA ARGENTINIA (P-66);CI1124563;Application;Application Instance;VW de Mexico/66-Puebla;1. Prod;Administration;;;Service Request;12/10/2019 14:31:55;1;8;4;1;Auto Close;;CIP;Pp/p-p-p-qec;E-mail;18/09/2019 08:00:00;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;Working;27/09/2019 10:22:14;27/09/2019 10:23:02;4
1818;IM71618299;Closed;HR HANNA SAP ERP NA ARGENTINIA (P-66)  - ERROR DE CONECTIVIDAD USUARIO VWAR457;18/09/2019 10:27:22;27/09/2019 14:30:01;12/10/2019 14:30:09;;ET2000 SAP ERP NA ARGENTINIA (P-66);CI1124563;Application;Application Instance;VW de Mexico/66-Puebla;1. Prod;Administration;;;Service Request;12/10/2019 14:31:55;1;8;4;1;Auto Close;;CIP;Pp/p-p-p-qec;E-mail;18/09/2019 08:00:00;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;Wait on External;27/09/2019 10:23:02;27/09/2019 14:29:31;2
1819;IM71618299;Closed;HR HANNA SAP ERP NA ARGENTINIA (P-66)  - ERROR DE CONECTIVIDAD USUARIO VWAR457;18/09/2019 10:27:22;27/09/2019 14:30:01;12/10/2019 14:30:09;;ET2000 SAP ERP NA ARGENTINIA (P-66);CI1124563;Application;Application Instance;VW de Mexico/66-Puebla;1. Prod;Administration;;;Service Request;12/10/2019 14:31:55;1;8;4;1;Auto Close;;CIP;Pp/p-p-p-qec;E-mail;18/09/2019 08:00:00;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;Working;27/09/2019 14:29:31;27/09/2019 14:30:03;5
1820;IM71618299;Closed;HR HANNA SAP ERP NA ARGENTINIA (P-66)  - ERROR DE CONECTIVIDAD USUARIO VWAR457;18/09/2019 10:27:22;27/09/2019 14:30:01;12/10/2019 14:30:09;;ET2000 SAP ERP NA ARGENTINIA (P-66);CI1124563;Application;Application Instance;VW de Mexico/66-Puebla;1. Prod;Administration;;;Service Request;12/10/2019 14:31:55;1;8;4;1;Auto Close;;CIP;Pp/p-p-p-qec;E-mail;18/09/2019 08:00:00;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;Resolved;27/09/2019 14:30:03;12/10/2019 14:30:09;1
1821;IM71618310;Wait on External;PH_WINDOWS_3D_AR -  Qlikview - ZRJ;18/09/2019 10:34:41;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;03/10/2019 13:57:52;2;8;4;2;;;CIP;I/O;E-mail;18/09/2019 10:30:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;;AMS SAP FI-CO Support Argentina;OPS SD Service Desk Argentina;AMS SAP FI-CO Support Argentina;Transferred;18/09/2019 10:37:17;18/09/2019 20:31:08;1
1822;IM71618310;Wait on External;PH_WINDOWS_3D_AR -  Qlikview - ZRJ;18/09/2019 10:34:41;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;03/10/2019 13:57:52;2;8;4;2;;;CIP;I/O;E-mail;18/09/2019 10:30:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;Working;18/09/2019 20:31:08;03/10/2019 13:57:17;2
1823;IM71618310;Wait on External;PH_WINDOWS_3D_AR -  Qlikview - ZRJ;18/09/2019 10:34:41;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;03/10/2019 13:57:52;2;8;4;2;;;CIP;I/O;E-mail;18/09/2019 10:30:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;;Wait on External;03/10/2019 13:57:17;;1
1824;IM71621596;Wait on External;SAP FI (P-59) - ABM ROL - RFC_DDA  - ZPO_BCRFC_0000_DDA_________X_C;18/09/2019 13:24:53;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;27/09/2019 10:26:16;2;8;4;2;;;CIP;F/c-c-ef;E-mail;18/09/2019 09:00:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;Transferred;18/09/2019 13:26:10;18/09/2019 14:31:40;1
1825;IM71621596;Wait on External;SAP FI (P-59) - ABM ROL - RFC_DDA  - ZPO_BCRFC_0000_DDA_________X_C;18/09/2019 13:24:53;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;27/09/2019 10:26:16;2;8;4;2;;;CIP;F/c-c-ef;E-mail;18/09/2019 09:00:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;Transferred;18/09/2019 18:03:00;18/09/2019 18:09:04;3
1826;IM71621596;Wait on External;SAP FI (P-59) - ABM ROL - RFC_DDA  - ZPO_BCRFC_0000_DDA_________X_C;18/09/2019 13:24:53;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;27/09/2019 10:26:16;2;8;4;2;;;CIP;F/c-c-ef;E-mail;18/09/2019 09:00:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;Transferred;18/09/2019 18:18:26;18/09/2019 18:37:29;5
1827;IM71621596;Wait on External;SAP FI (P-59) - ABM ROL - RFC_DDA  - ZPO_BCRFC_0000_DDA_________X_C;18/09/2019 13:24:53;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;27/09/2019 10:26:16;2;8;4;2;;;CIP;F/c-c-ef;E-mail;18/09/2019 09:00:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;Working;18/09/2019 18:37:29;19/09/2019 10:44:46;3
1828;IM71621596;Wait on External;SAP FI (P-59) - ABM ROL - RFC_DDA  - ZPO_BCRFC_0000_DDA_________X_C;18/09/2019 13:24:53;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;27/09/2019 10:26:16;2;8;4;2;;;CIP;F/c-c-ef;E-mail;18/09/2019 09:00:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;Transferred;19/09/2019 16:09:38;19/09/2019 16:21:31;7
1829;IM71621596;Wait on External;SAP FI (P-59) - ABM ROL - RFC_DDA  - ZPO_BCRFC_0000_DDA_________X_C;18/09/2019 13:24:53;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;27/09/2019 10:26:16;2;8;4;2;;;CIP;F/c-c-ef;E-mail;18/09/2019 09:00:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;Working;19/09/2019 16:21:31;19/09/2019 16:23:56;5
1830;IM71621596;Wait on External;SAP FI (P-59) - ABM ROL - RFC_DDA  - ZPO_BCRFC_0000_DDA_________X_C;18/09/2019 13:24:53;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;27/09/2019 10:26:16;2;8;4;2;;;CIP;F/c-c-ef;E-mail;18/09/2019 09:00:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;;Wait on External;19/09/2019 16:23:56;;1
1831;IM71621597;Closed;SAP FI (P-59) - ALTA DE USUARIO - VWARZ3T Q05;18/09/2019 13:26:19;27/09/2019 10:30:40;12/10/2019 10:30:48;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;12/10/2019 10:31:52;2;8;4;2;Auto Close;;CIP;F/c-c-ef;E-mail;;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;Transferred;18/09/2019 13:27:14;18/09/2019 14:21:07;1
1832;IM71621597;Closed;SAP FI (P-59) - ALTA DE USUARIO - VWARZ3T Q05;18/09/2019 13:26:19;27/09/2019 10:30:40;12/10/2019 10:30:48;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;12/10/2019 10:31:52;2;8;4;2;Auto Close;;CIP;F/c-c-ef;E-mail;;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;Transferred;18/09/2019 18:06:49;18/09/2019 18:13:16;3
1833;IM71621597;Closed;SAP FI (P-59) - ALTA DE USUARIO - VWARZ3T Q05;18/09/2019 13:26:19;27/09/2019 10:30:40;12/10/2019 10:30:48;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;12/10/2019 10:31:52;2;8;4;2;Auto Close;;CIP;F/c-c-ef;E-mail;;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;Working;18/09/2019 18:13:16;19/09/2019 10:45:32;3
1834;IM71621597;Closed;SAP FI (P-59) - ALTA DE USUARIO - VWARZ3T Q05;18/09/2019 13:26:19;27/09/2019 10:30:40;12/10/2019 10:30:48;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;12/10/2019 10:31:52;2;8;4;2;Auto Close;;CIP;F/c-c-ef;E-mail;;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;Transferred;19/09/2019 16:10:26;19/09/2019 16:18:09;5
1835;IM71621597;Closed;SAP FI (P-59) - ALTA DE USUARIO - VWARZ3T Q05;18/09/2019 13:26:19;27/09/2019 10:30:40;12/10/2019 10:30:48;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;12/10/2019 10:31:52;2;8;4;2;Auto Close;;CIP;F/c-c-ef;E-mail;;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;Working;19/09/2019 16:18:09;23/09/2019 08:36:22;4
1836;IM71621597;Closed;SAP FI (P-59) - ALTA DE USUARIO - VWARZ3T Q05;18/09/2019 13:26:19;27/09/2019 10:30:40;12/10/2019 10:30:48;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;12/10/2019 10:31:52;2;8;4;2;Auto Close;;CIP;F/c-c-ef;E-mail;;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;Wait on External;23/09/2019 08:36:22;27/09/2019 10:29:54;1
1837;IM71621597;Closed;SAP FI (P-59) - ALTA DE USUARIO - VWARZ3T Q05;18/09/2019 13:26:19;27/09/2019 10:30:40;12/10/2019 10:30:48;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;12/10/2019 10:31:52;2;8;4;2;Auto Close;;CIP;F/c-c-ef;E-mail;;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;Working;27/09/2019 10:29:54;27/09/2019 10:30:42;5
1838;IM71621597;Closed;SAP FI (P-59) - ALTA DE USUARIO - VWARZ3T Q05;18/09/2019 13:26:19;27/09/2019 10:30:40;12/10/2019 10:30:48;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;12/10/2019 10:31:52;2;8;4;2;Auto Close;;CIP;F/c-c-ef;E-mail;;OPS SD Service Desk Argentina;1;OPS SD Service Desk Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;Resolved;27/09/2019 10:30:42;12/10/2019 10:30:48;1
1839;IM71622432;Wait on External;SAP FI (P-59) - CAMBIO ROL - ZPS_FIGL_0080_GL-INFO_D;18/09/2019 15:01:24;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;27/09/2019 14:46:23;2;8;4;2;;;CIP;F/c-c-ef;E-mail;18/09/2019 10:30:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SD Service Desk Argentina;OPS SAP Rights Support Argentina;Transferred;18/09/2019 15:07:59;18/09/2019 15:16:55;1
1840;IM71622432;Wait on External;SAP FI (P-59) - CAMBIO ROL - ZPS_FIGL_0080_GL-INFO_D;18/09/2019 15:01:24;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;27/09/2019 14:46:23;2;8;4;2;;;CIP;F/c-c-ef;E-mail;18/09/2019 10:30:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;Working;18/09/2019 15:16:55;19/09/2019 10:48:13;2
1841;IM71622432;Wait on External;SAP FI (P-59) - CAMBIO ROL - ZPS_FIGL_0080_GL-INFO_D;18/09/2019 15:01:24;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Administration;;;Service Request;27/09/2019 14:46:23;2;8;4;2;;;CIP;F/c-c-ef;E-mail;18/09/2019 10:30:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;OPS SAP Rights Support Argentina;;f;;;;OPS SAP Rights Support Argentina;OPS SAP Rights Support Argentina;;Wait on External;19/09/2019 10:48:13;;1
