No.;Ticket ID;Current Status;Title;Open Time @Timezone;Resolved Time @Timezone;Close Time @Timezone;Master/ Child;CI Name;CI ID;CI Type;CI Subtype;CI Location;CI Environment;Layer 1;Layer 2;Layer 3;Ticket Type;Update Time @Timezone;Service Class;Prio;Impact;Urgency;Cause Code;Reference ID;Location;Department;Call Code;Reported Date @Timezone;VW Completion Group;Active Flag;Open Group;Closed Group;Resolved Group;Current Assignment;VW Solution ID;Marked as Knowledge Candidate;VW Outage Time From;VW Outage Time To;External;History Assignment;History Previous Assignment;History Post Assignment;History Status;History Start Time;History End Time;History Transfer ID
736;IM69010720;Wait on External; Facturas de 0km y repuestos Solicitud de Cambio;22/04/2019 14:48:50;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Documentation;;;Service Request;28/06/2019 18:14:26;2;8;4;2;;22/04/2019 11:33:00;CIP;I/csp;SysMgmt Tools;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;22/04/2019 11:33:00;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;Wait on External;22/04/2019 15:26:24;25/04/2019 15:06:38;1
737;IM69010720;Wait on External; Facturas de 0km y repuestos Solicitud de Cambio;22/04/2019 14:48:50;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Documentation;;;Service Request;28/06/2019 18:14:26;2;8;4;2;;22/04/2019 11:33:00;CIP;I/csp;SysMgmt Tools;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;22/04/2019 11:33:00;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;Working;25/04/2019 15:06:38;25/04/2019 15:07:01;3
738;IM69010720;Wait on External; Facturas de 0km y repuestos Solicitud de Cambio;22/04/2019 14:48:50;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Documentation;;;Service Request;28/06/2019 18:14:26;2;8;4;2;;22/04/2019 11:33:00;CIP;I/csp;SysMgmt Tools;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;22/04/2019 11:33:00;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;Wait on External;25/04/2019 15:07:01;25/04/2019 15:31:54;2
739;IM69010720;Wait on External; Facturas de 0km y repuestos Solicitud de Cambio;22/04/2019 14:48:50;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Documentation;;;Service Request;28/06/2019 18:14:26;2;8;4;2;;22/04/2019 11:33:00;CIP;I/csp;SysMgmt Tools;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;22/04/2019 11:33:00;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;Working;25/04/2019 15:31:54;25/04/2019 15:32:34;4
740;IM69010720;Wait on External; Facturas de 0km y repuestos Solicitud de Cambio;22/04/2019 14:48:50;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Documentation;;;Service Request;28/06/2019 18:14:26;2;8;4;2;;22/04/2019 11:33:00;CIP;I/csp;SysMgmt Tools;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;22/04/2019 11:33:00;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;Wait on External;25/04/2019 15:32:34;09/05/2019 17:42:48;3
741;IM69010720;Wait on External; Facturas de 0km y repuestos Solicitud de Cambio;22/04/2019 14:48:50;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Documentation;;;Service Request;28/06/2019 18:14:26;2;8;4;2;;22/04/2019 11:33:00;CIP;I/csp;SysMgmt Tools;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;22/04/2019 11:33:00;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;Working;09/05/2019 17:42:48;09/05/2019 17:44:03;5
742;IM69010720;Wait on External; Facturas de 0km y repuestos Solicitud de Cambio;22/04/2019 14:48:50;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Documentation;;;Service Request;28/06/2019 18:14:26;2;8;4;2;;22/04/2019 11:33:00;CIP;I/csp;SysMgmt Tools;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;22/04/2019 11:33:00;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;Wait on External;09/05/2019 17:44:03;28/06/2019 18:08:25;4
743;IM69010720;Wait on External; Facturas de 0km y repuestos Solicitud de Cambio;22/04/2019 14:48:50;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Documentation;;;Service Request;28/06/2019 18:14:26;2;8;4;2;;22/04/2019 11:33:00;CIP;I/csp;SysMgmt Tools;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;22/04/2019 11:33:00;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;Working;28/06/2019 18:08:25;28/06/2019 18:14:26;6
744;IM69010720;Wait on External; Facturas de 0km y repuestos Solicitud de Cambio;22/04/2019 14:48:50;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Documentation;;;Service Request;28/06/2019 18:14:26;2;8;4;2;;22/04/2019 11:33:00;CIP;I/csp;SysMgmt Tools;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;22/04/2019 11:33:00;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;;Wait on External;28/06/2019 18:14:26;;5
745;IM69036558;Wait on External;PH_WINDOWS_3D_AR- usuario no puede ingresar a sap;23/04/2019 18:19:01;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;23/04/2019 18:35:03;2;8;4;2;;;CIP;0001;Phone ;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;;AMS SAP FI-CO Support Argentina;OPS SD Service Desk Argentina;AMS SAP FI-CO Support Argentina;Transferred;23/04/2019 18:21:56;23/04/2019 18:25:02;1
746;IM69036558;Wait on External;PH_WINDOWS_3D_AR- usuario no puede ingresar a sap;23/04/2019 18:19:01;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;23/04/2019 18:35:03;2;8;4;2;;;CIP;0001;Phone ;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;Working;23/04/2019 18:25:02;23/04/2019 18:35:04;2
747;IM69036558;Wait on External;PH_WINDOWS_3D_AR- usuario no puede ingresar a sap;23/04/2019 18:19:01;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;User Administration;;;Service Request;23/04/2019 18:35:03;2;8;4;2;;;CIP;0001;Phone ;;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS SAP FI-CO Support Argentina;;f;;;;AMS SAP FI-CO Support Argentina;AMS SAP FI-CO Support Argentina;;Wait on External;23/04/2019 18:35:04;;1
748;IM69060293;Working;FACTURACIÓN ELEC (P-59) Liberación de certificados nacionales  unidades licitación;24/04/2019 15:44:41;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Information;;;Service Request;24/04/2019 16:21:37;2;8;4;2;;;CIP;0001;E-mail;22/04/2019 16:45:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS TiiPSA Support Argentina;;f;;;;AMS TiiPSA Support Argentina;OPS SD Service Desk Argentina;AMS TiiPSA Support Argentina;Transferred;24/04/2019 15:49:06;24/04/2019 16:01:07;1
749;IM69060293;Working;FACTURACIÓN ELEC (P-59) Liberación de certificados nacionales  unidades licitación;24/04/2019 15:44:41;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Information;;;Service Request;24/04/2019 16:21:37;2;8;4;2;;;CIP;0001;E-mail;22/04/2019 16:45:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS TiiPSA Support Argentina;;f;;;;AMS TiiPSA Support Argentina;AMS TiiPSA Support Argentina;OPS SD Service Desk Argentina;Working;24/04/2019 16:01:07;24/04/2019 16:05:29;2
750;IM69060293;Working;FACTURACIÓN ELEC (P-59) Liberación de certificados nacionales  unidades licitación;24/04/2019 15:44:41;;;;SAP FI (P-59);CI2385775;Application;Application Instance;VW Argentina/59-Pacheco;1. Prod;Information;;;Service Request;24/04/2019 16:21:37;2;8;4;2;;;CIP;0001;E-mail;22/04/2019 16:45:00;OPS SD Service Desk Argentina;0;OPS SD Service Desk Argentina;;;AMS TiiPSA Support Argentina;;f;;;;AMS TiiPSA Support Argentina;OPS SD Service Desk Argentina;AMS TiiPSA Support Argentina;Transferred;24/04/2019 16:09:41;24/04/2019 16:19:17;3
