"341646,""Comuna 5"",""BOEDO"",-34.634861,-58.42471,""2018-11-03"",""16:11:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"341794,""Comuna 5"",""BOEDO"",-34.623145,-58.42348,""2018-11-03"",""23:15:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"342069,""Comuna 4"",""NUEVA POMPEYA"",-34.639736,-58.42054,""2018-11-03"",""13:00:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"342070,""Comuna 5"",""BOEDO"",-34.63322,-58.420536,""2018-11-03"",""12:45:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"342208,""Comuna 5"",""BOEDO"",-34.63635,-58.419203,""2018-11-03"",""22:00:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo Automotor"",0,0"
"343963,""Comuna 6"",""CABALLITO"",-34.608879,-58.438545,""2018-11-03"",""19:11:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"344307,""Comuna 6"",""CABALLITO"",-34.606246,-58.432894,""2018-11-03"",""15:00:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"344675,""Comuna 6"",""CABALLITO"",-34.623287,-58.449782,""2018-11-03"",""16:30:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"345891,""Comuna 6"",""CABALLITO"",-34.628018,-58.433821,""2018-11-03"",""22:00:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"347028,""Comuna 7"",""FLORES"",-34.642479,-58.455359,""2018-11-03"",""11:15:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"347989,""Comuna 7"",""FLORES"",-34.639864,-58.448227,""2018-11-03"",""23:45:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"348158,""Comuna 7"",""PARQUE CHACABUCO"",-34.64046,-58.445297,""2018-11-03"",""09:30:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo Automotor"",0,0"
"349015,""Comuna 7"",""PARQUE CHACABUCO"",-34.641315,-58.435818,""2018-11-03"",""07:00:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo Automotor"",0,0"
"349041,""Comuna 7"",""PARQUE CHACABUCO"",-34.644926,-58.43539,""2018-11-03"",""19:30:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"349271,""Comuna 4"",""NUEVA POMPEYA"",-34.644104,-58.432124,""2018-11-03"",""19:00:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"349730,""Comuna 7"",""FLORES"",-34.623264,-58.473202,""2018-11-03"",""20:30:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"350068,""Comuna 7"",""FLORES"",-34.630705,-58.469639,""2018-11-03"",""23:00:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"350626,""Comuna 7"",""FLORES"",-34.629665,-58.465144,""2018-11-03"",""20:50:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"351096,""Comuna 7"",""FLORES"",-34.628735,-58.46192,""2018-11-03"",""01:50:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
